"User Name","Avatar","Country","Room Info","Stay Date","Traveller Type","Review Title","Rating","Happy Review","Unhappy Review","Review Date","Scraped At"
"Mayumi","https://cf.bstatic.com/static/img/review/avatars/ava-m/0e43c9b9a23d334b52510a328641c048847226bc.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

August 2021


","




Family

","
Cool interior design excellent hotel
"," 8.0 ","Room was clean. Bedding quality was high. Interior design in Hampton was excellent. Gym was very useful. Although I didn't use laptop safe, I think it is useful. 
Communal area was very clean and nicely colour coordinated.","Shower tiles were very small. They are very nice in design wise when they are new. But as it gets older, grouting gets dirty easy. 
I wish we have fridge in room.","
Reviewed: 16 August 2021
","2024-05-01T12:17:22.043Z"
"Geeta","https://cf.bstatic.com/static/img/review/avatars/ava-g/d2bf46fbe4c12e06481303d85f49f125e18fbd39.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

August 2021


","




Family

","
Good
"," 8.0 ","Cleanliness, smiley staff","Evening cafe food was atrocious! Overpriced!","
Reviewed: 15 August 2021
","2024-05-01T12:17:22.043Z"
"Nicola","https://lh3.googleusercontent.com/a/AATXAJx0TYfxITgHScYY2fk0hDUURPmTk9QngUt7Ivw=s96-c","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




2 nights · 

August 2021


","




Family

","
Easy hasselt free stay.
"," 7.0 ","Quick check in, parking tickets dealt with quickly.","Never enough milk for me in the room, bar menu minimal and not great food.","
Reviewed: 15 August 2021
","2024-05-01T12:17:22.043Z"
"Kate","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

August 2021


","




Couple

","
Welcome rest stop minutes walk from the airport
"," 8.0 ","This was a quick convenience after a late night flight. Check in was fast and while the room was nothing special it was clean, comfortable and a welcome rest. We were in an accessible room which for those requiring supportive bathroom furniture, I would recommend these rooms as these are really well equipped.","","
Reviewed: 15 August 2021
","2024-05-01T12:17:22.043Z"
"Sarah","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                Italy","






Queen Room


","




1 night · 

August 2021


","




Solo traveller

","
Superb
"," 9.0 ","Breakfast- fantastic!
Early check in- thank you!
Helpful staff","Bed was a bit hard for sleeping! Sorry, comfortable but a very firm mattress which my back didn’t like!","
Reviewed: 15 August 2021
","2024-05-01T12:17:22.043Z"
"Julie","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2021


","




Solo traveller

","
Very good
"," 8.0 ","Clean and comfortable 
Close to terminal 
Reception very friendly and efficient","Pizza not as good as previously
Bar staff not so friendly","
Reviewed: 14 August 2021
","2024-05-01T12:17:22.043Z"
"Patricia","https://cf.bstatic.com/static/img/review/avatars/ava-p/866dca38dcc31cb6fa2e9b4c475bd32e681b0080.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2021


","




Couple

","
Excellent but marred by the above.
"," 8.0 ","We were able to pick up a grab breakfast for a 7 a.m. flight.  The room was good and we were comfortable.  The food we had for dinner wasn’t brilliant.","We got a fine for going into the car park at the airport the wrong way.  We are pensioners and I had asked if we could park at the hotel if we paid in advance as we have disabilities.  We got a fine for stopping at a line and it’s not fair.","
Reviewed: 13 August 2021
","2024-05-01T12:17:22.043Z"
"Teresa","https://cf.bstatic.com/static/img/review/avatars/ava-t/7eb52a437de4a380f7666d4a62da6e64294cd321.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2021


","




Couple

","
Superb
"," 9.0 ","Buffet breakfast was available from 4am - fantastic for those of us with crack of dawn flights.  Doggy bags available for those with no time to sit down. Restaurant open for dinner until 10pm - simple food but good.","Everything was great","
Reviewed: 13 August 2021
","2024-05-01T12:17:22.043Z"
"Eann","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2021


","




Couple

","
Nice hotel
"," 9.0 ","Nice clean hotel in good location for airport.","Room incredibly dark during the night. A very dim light would of been good in the bathroom.","
Reviewed: 13 August 2021
","2024-05-01T12:17:22.043Z"
"Keiran92","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

August 2021


","




Family

","
Very good
"," 8.0 ","Location was spot on and staff very nice and food at hotel was excellent","Lack of pillows and room very small for £155 per night","
Reviewed: 13 August 2021
","2024-05-01T12:17:22.043Z"
"Lisa","https://cf.bstatic.com/static/img/review/avatars/ava-l/c9a51000ce90cbf81dcc81b847f9bccc3330d3a4.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

August 2021


","




Solo traveller

","
Superb
"," 9.0 ","","Proximity to airport","
Reviewed: 12 August 2021
","2024-05-01T12:17:33.890Z"
"Gerald","https://cf.bstatic.com/static/img/review/avatars/ava-g/d2bf46fbe4c12e06481303d85f49f125e18fbd39.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Met expectations
"," 9.0 ","Cleanliness","No comment","
Reviewed: 12 August 2021
","2024-05-01T12:17:33.890Z"
"Sasha","https://lh4.googleusercontent.com/-PlZL1wunwKQ/AAAAAAAAAAI/AAAAAAAAADA/SVmSrwzphOs/photo.jpg?sz=50","
                                    
                                Spain","






Queen Room


","




1 night · 

August 2021


","




Family

","
Goodnight sleep, comfortable
"," 9.0 ","No breakfast early flight","nothing","
Reviewed: 11 August 2021
","2024-05-01T12:17:33.890Z"
"Jane","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

August 2021


","




Family

","
Nice location for travel
"," 8.0 ","Location","Nothing","
Reviewed: 11 August 2021
","2024-05-01T12:17:33.890Z"
"Sophie","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2021


","




Family

","
Perfect for an airport hotel
"," 9.0 ","Very clean, excellent and very accommodating staff, comfortable and convenient for the airport.  Highly recommend.","No rooms have baths which makes it slightly inconvenient with little ones - not a dealbreaker though!","
Reviewed: 11 August 2021
","2024-05-01T12:17:33.890Z"
"Sean","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Family

","
Good
"," 7.0 ","LOCATION","HAD TO BE IN THE AIRPORT AT 4.00AM BUT NO BREAKFAST PROVIDED","
Reviewed: 11 August 2021
","2024-05-01T12:17:33.890Z"
"Jose","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




4 nights · 

August 2021


","




Family

","
Next to Airport, perfect for visiting Bristol and surroundings.
"," 9.0 ","Next to the airport, perfect for traveling around the area, excellent service. Rooms are very comfortable and breakfast is nice and abundant.","Nothing to complain about but Be aware is 8 pounds extra per day for parking. Everything else was superb. If arriving late maybe worth not hiring a car the same day as the hotel is located meters away from the airport main entrance.","
Reviewed: 11 August 2021
","2024-05-01T12:17:33.890Z"
"John","https://xx.bstatic.com/xdata/images/xphoto/square64/204855508.jpg?k=f2f31f2b5a1146f2964a9d0f1773df683182ac2a3ec93ab34176a8140508f9f7&o=","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Family

","
Summer Holiday
"," 9.0 ","Clean, close to Airport, good food …","Nothing to dislike","
Reviewed: 10 August 2021
","2024-05-01T12:17:33.890Z"
"Florence","https://graph.facebook.com/v2.9/10154760739552840/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2021


","




Couple

","
Superb
"," 9.0 ","Me airport comfy and clean","","
Reviewed: 10 August 2021
","2024-05-01T12:17:33.890Z"
"Chriscal18","https://xx.bstatic.com/xdata/images/xphoto/square64/6859413.jpg?k=eeb333f4d619e7fd78ce668b8eaa47832ac8c8fbd50c938c1821fa9533d2820b&o=","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
So easy for the airport.
"," 8.0 ","Extra lie in before flight time.","","
Reviewed: 10 August 2021
","2024-05-01T12:17:33.890Z"
"Sharon","https://lh6.googleusercontent.com/-I4H6cR7SSfE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfh6tpCKxzqYfjHwRvwvMgoUPcZxQ/mo/photo.jpg","
                                    
                                Germany","






Queen Room with Sofa Bed


","




1 night · 

August 2021


","




Family

","
Very good
"," 8.0 ","Beds very comfortable. Quiet and clean hotel. Lively staff.","Limited menu and mainly pub like food.","
Reviewed: 10 August 2021
","2024-05-01T12:17:45.739Z"
"Alison","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2021


","




Group

","
The best airport hotel
"," 9.0 ","Always stay here before an early flight if it’s available. Can’t beat the location and helpful staff. The rooms are ideal and comfortable. The holiday starts upon checking in.","Food variety and quality has deteriorated since my last visit.","
Reviewed: 8 August 2021
","2024-05-01T12:17:45.739Z"
"Stephen","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

May 2021


","




Solo traveller

","
Business trip
"," 7.0 ","Nice comfortable rooms, close to the airport","It's difficult to rate due to operating during covid. So overall it was the best experience that could be offered under the circumstances. Well done to all !","
Reviewed: 7 August 2021
","2024-05-01T12:17:45.739Z"
"Ian","https://cf.bstatic.com/static/img/review/avatars/ava-i/12a07b30d7fe835ea09b653635e151032bbf547a.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Solo traveller

","
Great place to stay for an early flight.
"," 9.0 ","Location is great, very helpful staff and very clean and confortable.","The reataurant menu is very small and the choice not brilliant. Needs to improve. The price is high considering hotels are supposed to be desperate for customers........This is Bristol not Heathrow!","
Reviewed: 7 August 2021
","2024-05-01T12:17:45.739Z"
"Eunan","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                Ireland","






Queen Room - Mobility Access


","




1 night · 

August 2021


","




Group

","
Very good
"," 8.0 ","Hotel staff where very friendly and helpful, had an early flight so missed the breakfast. Location to the airport, perfect.","","
Reviewed: 6 August 2021
","2024-05-01T12:17:45.739Z"
"James","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Twin Room


","




3 nights · 

August 2021


","




Couple

","
Superb
"," 9.0 ","Very clean and safe from Covid","Nothing","
Reviewed: 5 August 2021
","2024-05-01T12:17:45.739Z"
"Sally","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2021


","




Couple

","
Ok
"," 7.0 ","Room was clean and comfortable,  easy for airport and long stay parking","The eating area was not cleaned to the standard I would expect of a Holton hotel","
Reviewed: 5 August 2021
","2024-05-01T12:17:45.739Z"
"Jacqueline","https://lh3.googleusercontent.com/a/AATXAJzsi-FENt3IAczNjXNBYl1y06KVZfUlBxHZ7zkm=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2021


","




Couple

","
Excellent location for Airport.
"," 9.0 ","Location excellent for airport. 
Extremely Clean, plenty of hand gel and antibacterial wipes available. 
The rooms, beds, towels and bathrooms were really good standard. 
Lovely reception and restaurant staff. 
The breakfast selection was very good.","The bar food wasn’t particularly good. 
Both burger and chips were bone dry and the chips cold. I think the burgers were microwaved to oblivion. 
Breakfast scrambled eggs were of the egg powder type, which always taste like water, not like eggs.","
Reviewed: 4 August 2021
","2024-05-01T12:17:45.739Z"
"Jeffrey","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
surperb
"," 9.0 ","everything","nothing","
Reviewed: 1 August 2021
","2024-05-01T12:17:45.739Z"
"Julia","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                France","






Queen Room


","




1 night · 

August 2021


","




Solo traveller

","
Wouldn’t recommend food
"," 7.0 ","Bed very comfortable","Last time I stayed at the hotel the evening meal was basic but good.  Last night had the chicken burger … not recommended.  Just because there is a pandemic please don’t dumb down the food.","
Reviewed: 1 August 2021
","2024-05-01T12:17:45.739Z"
"Richard","https://cf.bstatic.com/static/img/review/avatars/ava-r/29d5c93ac6953138bfc6f214a4c5a0f8b712b57b.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Family

","
Convenient base for people needing to use the airport.
"," 8.0 ","Large comfortable rooms","","
Reviewed: 30 July 2021
","2024-05-01T12:17:56.661Z"
"Annie","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2021


","




Family

","
Very good
"," 8.0 ","Quick and Easy booking in","","
Reviewed: 29 July 2021
","2024-05-01T12:17:56.661Z"
"Ian","https://graph.facebook.com/v2.9/108502936811162530527/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2021


","




Family

","
A good modern hotel in a very useful location.
"," 9.0 ","Excellent location. Good facilities. Well provided and comfortable bedroom.","The breakfast is OK but a bit 'standard' in comparison with others in the same price range. However, satisfactory within the price. Most of the beer pumps were off.","
Reviewed: 29 July 2021
","2024-05-01T12:17:56.661Z"
"Elsbeth","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2021


","




Family

","
Great location for the airport
"," 8.0 ","We stayed here the night before our flight and it was perfect walking distance to the terminal. 
We had dinner in the restaurant, very small menu but could be that they were short staffed or Covid related. 
Room was clean however the bin hadn’t been emptied from the last people staying there.","Small menu choices and dirty bins.","
Reviewed: 28 July 2021
","2024-05-01T12:17:56.661Z"
"Michael","https://lh4.googleusercontent.com/-toL9h2SY3vw/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaPgARmOImDkrnVWlDYZlyqHa3aK_Q/s96-c/photo.jpg","
                                    
                                Hong Kong","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Adequate
"," 8.0 ","Breakfast options good - takeaway","Felt it was expensive for what I’d a simple one night stay with a very early start","
Reviewed: 28 July 2021
","2024-05-01T12:17:56.661Z"
"Kirsty","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2021


","




Couple

","
Very good
"," 8.0 ","Clean and room was nice. 
Easy parking
Food was nice","Staff shortage, therefore waited nearly 30 minutes once seated for a drink. Staff did apologise.","
Reviewed: 27 July 2021
","2024-05-01T12:17:56.661Z"
"Stanley","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2021


","




Family

","
Superb
"," 9.0 ","The location.next to Bristol Airport.","The bed.there was dip in the mattress.not good quality.","
Reviewed: 27 July 2021
","2024-05-01T12:17:56.661Z"
"Terry","https://cf.bstatic.com/static/img/review/avatars/ava-t/7eb52a437de4a380f7666d4a62da6e64294cd321.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




2 nights · 

June 2021


","




Couple

","
Enjoyed my stay and would use again
"," 8.0 ","","2 pillows but not a complaint","
Reviewed: 26 July 2021
","2024-05-01T12:17:56.661Z"
"Anna","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




3 nights · 

July 2021


","




Family

","
Very good
"," 8.0 ","Breakfast and cleanliness","More choice on menu for evening mesl","
Reviewed: 26 July 2021
","2024-05-01T12:17:56.661Z"
"Keith","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                Gibraltar","






Queen Room - Mobility Access


","




1 night · 

July 2021


","




Couple

","
As I stayed here before it meets my expectations
"," 8.0 ","My early flights to Gibraltar means I can never enjoy breakfast.","The bathroom was a disability bathroom with a wet room which had a level that allowed water to leak onto the carpet at the entrance.","
Reviewed: 24 July 2021
","2024-05-01T12:17:56.661Z"
"Alice","https://graph.facebook.com/v2.9/10153241533760689/picture?type=square&height=64&width=64","
                                    
                                Portugal","






Queen Room


","




1 night · 

July 2021


","




Solo traveller

","
Very good
"," 8.0 ","Comfy and clean rooms - great for an early flight. Very helpful staff.","Limited options in the restaurant.","
Reviewed: 23 July 2021
","2024-05-01T12:18:05.993Z"
"Helen","https://cf.bstatic.com/static/img/review/avatars/ava-h/41b962c4f1fcefa6bb9c4a8bc7bfed064a71691b.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Excellent accommodation in a terrifically convenient place.
"," 9.0 ","Excellent hotel, well appointed, extremely clean.  We had very good service from staff serving the food and from Reception staff.  Well done to all.","The menu was extremely limited and didn't allow any real choice.    The food that was served was shockingly bad - the coating on the squid was mushy and uncooked; the macaroni cheese was full of flour that hadn't been cooked out, was pale, completely lacking in cheese and, to boot, cold.   The 'special' was cannelloni and that was more of the same.    The hotel was very let down by the food but that can't detract from the main function of the hotel which was the provision of excellent accommodation and comfort.","
Reviewed: 23 July 2021
","2024-05-01T12:18:05.993Z"
"Seamus","https://graph.facebook.com/v2.9/556094009/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2021


","




Family

","
Superb
"," 9.0 ","The staff are very helpful","Nothing","
Reviewed: 22 July 2021
","2024-05-01T12:18:05.993Z"
"Raymond","https://cf.bstatic.com/static/img/review/avatars/ava-r/29d5c93ac6953138bfc6f214a4c5a0f8b712b57b.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Very good
"," 8.0 ","Close to the airport. 4 am breakfast provided for early flight. Helpful staff. 
Quiet. Comfortable bed.","Fairly ordinary food and drinks","
Reviewed: 21 July 2021
","2024-05-01T12:18:05.993Z"
"Valerie","https://xx.bstatic.com/xdata/images/xphoto/square64/50016675.jpg?k=959d7ca1923445ff07d22ea423501853aa44bcd033ac62fd0663f1d3141fa23b&o=","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
made a 0700 flight less tiring
"," 8.0 ","close to airport.  easy for early morning flight.  Good idea to have breakfast bags available to eat at the airport","","
Reviewed: 20 July 2021
","2024-05-01T12:18:05.993Z"
"Tim","https://graph.facebook.com/v2.9/10154749974762761/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2021


","




Family

","
Very good
"," 8.0 ","Newish airport hotel. All facilities you would expect. Very clean. Breakfast totally ok.","We had a family room. The sleeping couch is very uncomfortable.","
Reviewed: 20 July 2021
","2024-05-01T12:18:05.993Z"
"Nigel","https://cf.bstatic.com/static/img/review/avatars/ava-n/d3882ab9674d57559f4b0ecc7f2b01ecbc7a8057.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2021


","




Couple

","
Good
"," 7.0 ","Very clean","Food availability limited.","
Reviewed: 19 July 2021
","2024-05-01T12:18:05.993Z"
"Steven","https://lh4.googleusercontent.com/-cLNCTI2i8wc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcV1C2j1K6TgNJfc6VChH6rxftn1g/s96-c/photo.jpg","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

July 2021


","




Group

","
Very good
"," 9.0 ","I found the whole hotel to be welcoming and comfortable.","","
Reviewed: 18 July 2021
","2024-05-01T12:18:05.993Z"
"Elayne","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Comfortable bedrooms and spotlessly clean
"," 7.0 ","Room and so close to airport","Wanted a cooked breakfast but unfortunately our flight was before 7.00pm which is when a cooked breakfast would be served.","
Reviewed: 18 July 2021
","2024-05-01T12:18:05.993Z"
"Ceri","https://lh3.googleusercontent.com/a-/AOh14GhWsu7LZdNTK_F074TBSoKOodc1JHXRKYynggq9hg=s96-c","
                                    
                                United Kingdom","






Twin Room


","




2 nights · 

July 2021


","




Solo traveller

","
Superb
"," 9.0 ","It was clean and comfortable. Just perfect","It was perfect 😂","
Reviewed: 17 July 2021
","2024-05-01T12:18:05.993Z"
"Liz","https://cf.bstatic.com/static/img/review/avatars/ava-l/c9a51000ce90cbf81dcc81b847f9bccc3330d3a4.png","
                                    
                                Spain","






Queen Room - Mobility Access


","




1 night · 

July 2021


","




Solo traveller

","
Good
"," 7.0 ","Clean and comfy.","","
Reviewed: 14 July 2021
","2024-05-01T12:18:16.870Z"
"R","https://graph.facebook.com/v2.9/10206936793886762/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Good site and ideal for airport stay.
"," 8.0 ","Easy to find and very close to main terminal. Plenty of parking so able to unload cases easily and parking was free to resident. Staff very helpful and facilities clean and good service. Quiet with few guests due to pandemic.","Limited evening meal menu, probably due to pandemic.Choice from about half a dozen items for main course and all fairly basic.","
Reviewed: 12 July 2021
","2024-05-01T12:18:16.870Z"
"Sarah","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Twin Room


","




2 nights · 

June 2021


","




Family

","
Very good
"," 8.0 ","Handy for airport","Breakfast was poor","
Reviewed: 10 July 2021
","2024-05-01T12:18:16.870Z"
"Gary","https://lh3.googleusercontent.com/a/AAcHTteEC1wRX55vfdfrbvQgfFfCPL7S4tZHLZ7Zwo_RgDSx=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
PRE DEPARTURE STAY
"," 9.0 ","Staff very helpful 
Reasonable breakfast choice for early departure","Limited food menu but understand this at present times","
Reviewed: 10 July 2021
","2024-05-01T12:18:16.870Z"
"Gardner","https://lh3.googleusercontent.com/a-/AOh14GiRVS7h77W7W3yp0Dsil1bYfRR5JnncI0DvySTEfg=s96-c","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

July 2021


","




Couple

","
Very good
"," 8.0 ","Great breakfast","","
Reviewed: 10 July 2021
","2024-05-01T12:18:16.870Z"
"Marta","https://lh3.googleusercontent.com/a/AATXAJwaDZqmpU32eAQKmJGYrJfgaqHseZXUVrl0C_Ta=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Handy stay over
"," 8.0 ","Proximity to the airport always a bonus especially with an early flight. Staff always friendly and helpful","The pillows provided - just 2 of them, were uncomfortable and we would have appreciated additional ones being available","
Reviewed: 9 July 2021
","2024-05-01T12:18:16.870Z"
"Simon","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Table service but not enough staff.
"," 7.0 ","Room was very comfortable and food (when it arrived) was good.
Staff were very friendly and helpful.
Lasagne was tasty, and plenty of it. Pizza was well cooked.","Service in the bar/dining area was very slow. Took over an hour to have two beers, two meals and two shorts. Staff were not very attentive. Tables weren’t cleared and drinks orders were taken and then took 15 minutes to arrive. They were absolutely lovely and friendly, but just not very quick. Three staff in the dining/reception area to check people in and look after ten people in the bar. I can do that on my own. 
Place is very over priced (£120+ for two people  for bed and “breakfast”, which consisted of a bagged croissant, fruit, coffee, juice and fruit juice - but they have a captive market, have to recoup money from being shit down, and can ultimately charge what they want due to the location. I don’t mind paying the money for the convenience, but they need to make it worth me spending the money. For that money I would expect a decent breakfast to be available before 0600 for a start.","
Reviewed: 8 July 2021
","2024-05-01T12:18:16.870Z"
"Julie","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Very good
"," 8.0 ","Great location, very clean.","They need more vegetarian and vegan options on the menu.
No cereals for breakfast.","
Reviewed: 6 July 2021
","2024-05-01T12:18:16.870Z"
"Michele","https://cf.bstatic.com/static/img/review/avatars/ava-m/0e43c9b9a23d334b52510a328641c048847226bc.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Solo traveller

","
I will return again due the next business trip
"," 7.0 ","Great bedroom . V comfortable","The wake up call didn’t happen. Needed for early flight","
Reviewed: 6 July 2021
","2024-05-01T12:18:16.870Z"
"David","https://cf.bstatic.com/static/img/review/avatars/ava-d/bebbb1d5ff29328157080e4e2e5d15a29c5aa34a.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2021


","




Family

","
A good night's sleep before a decent cooked breakfast and short walk to the airport
"," 8.0 ","Friendly, helpful staff. Perfect location","","
Reviewed: 5 July 2021
","2024-05-01T12:18:16.870Z"
"Peter","https://cf.bstatic.com/static/img/review/avatars/ava-p/866dca38dcc31cb6fa2e9b4c475bd32e681b0080.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Solo traveller

","
Great exp
"," 9.0 ","The exceptional service.","Breakfast was mediocre","
Reviewed: 5 July 2021
","2024-05-01T12:18:27.911Z"
"Iain","https://cf.bstatic.com/static/img/review/avatars/ava-i/12a07b30d7fe835ea09b653635e151032bbf547a.png","
                                    
                                Ireland","






Queen Room - Mobility Access


","




1 night · 

July 2021


","




Family

","
Superb
"," 9.0 ","Very convenient to airport ie walking distance","","
Reviewed: 5 July 2021
","2024-05-01T12:18:27.911Z"
"Andrew","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2021


","




Family

","
Superb
"," 9.0 ","Room facilities very good. Bed very comfy. Great location","Continental breakfast was terrible. Not a good selection. Items not fresh .So disappointed","
Reviewed: 4 July 2021
","2024-05-01T12:18:27.911Z"
"Derek","https://cf.bstatic.com/static/img/review/avatars/ava-d/bebbb1d5ff29328157080e4e2e5d15a29c5aa34a.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2021


","




Couple

","
Very good
"," 8.0 ","Most things but room could do with USB points and a fridge.","","
Reviewed: 4 July 2021
","2024-05-01T12:18:27.911Z"
"Andrew","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

June 2021


","




Couple

","
Great location
"," 8.0 ","Staff was really nice. Conveniently located at airport","Bed was so hard ,Breakfast took so long to get","
Reviewed: 4 July 2021
","2024-05-01T12:18:27.911Z"
